,Longitude,Latitude,Date,Survey_Type
126341,77_1.95 W,38_55.59 N,13-Jun-10,
199041,77_0.28 W,38_54.48 N,13-Jun-10,
165501,77_3.65 W,38_54.99 N,13-Jun-10,
189951,77_1.07 W,38_54.62 N,13-Jun-10,
31958,77_2.48 W,38_57.04 N,13-Jun-10,
13073,77_1.78 W,38_57.33 N,13-Jun-10,
27274,77_1.96 W,38_57.11 N,13-Jun-10,
87743,77_3.85 W,38_56.18 N,13-Jun-10,
194843,77_4.08 W,38_54.54 N,13-Jun-10,
129226,77_1.56 W,38_55.55 N,13-Jun-10,
87866,77_2.7 W,38_56.18 N,13-Jun-10,
37896,77_0.14 W,38_56.95 N,13-Jun-10,
102030,77_3.23 W,38_55.96 N,13-Jun-10,
217548,77_0.09 W,38_54.19 N,13-Jun-10,
118625,77_3.18 W,38_55.71 N,13-Jun-10,
48495,77_2.98 W,38_56.78 N,13-Jun-10,
179525,77_1.05 W,38_54.78 N,13-Jun-10,
18110,77_3.43 W,38_57.25 N,13-Jun-10,
160805,77_3.24 W,38_55.06 N,13-Jun-10,
203346,76_59.92 W,38_54.41 N,13-Jun-10,
147707,77_1.61 W,38_55.26 N,13-Jun-10,
112984,77_2.74 W,38_55.79 N,13-Jun-10,
48330,77_0.09 W,38_56.79 N,13-Jun-10,
14225,77_4.3 W,38_57.31 N,13-Jun-10,
137182,77_2.52 W,38_55.42 N,13-Jun-10,
157298,77_0.57 W,38_55.12 N,13-Jun-10,
77932,77_2.4 W,38_57.41 N,13-Jun-10,
34772,77_2.76 W,38_56.99 N,13-Jun-10,
93618,77_2.11 W,38_56.09 N,13-Jun-10,
145190,77_2.99 W,38_55.3 N,13-Jun-10,
43216,77_3.58 W,38_56.86 N,13-Jun-10,
144878,77_1.47 W,38_55.31 N,13-Jun-10,
17259,77_2.53 W,38_57.26 N,13-Jun-10,
38206,77_1.68 W,38_56.94 N,13-Jun-10,
213064,77_2.12 W,38_54.26 N,13-Jun-10,
175711,77_1.26 W,38_54.83 N,13-Jun-10,
214236,77_0.03 W,38_54.24 N,13-Jun-10,
181334,77_1.86 W,38_54.75 N,13-Jun-10,
113360,77_3.66 W,38_55.79 N,13-Jun-10,
79744,77_3.3 W,38_56.3 N,13-Jun-10,
9311,77_1.5 W,38_57.39 N,13-Jun-10,
156176,77_2.2 W,38_55.13 N,13-Jun-10,
91828,77_1.11 W,38_56.12 N,13-Jun-10,
93900,77_3.9 W,38_56.08 N,13-Jun-10,
150512,77_1.98 W,38_55.22 N,13-Jun-10,
209664,77_2.89 W,38_54.31 N,13-Jun-10,
88424,77_1.92 W,38_56.17 N,13-Jun-10,
71202,77_3.4 W,38_56.43 N,13-Jun-10,
126210,77_3.17 W,38_55.59 N,13-Jun-10,
193556,77_2.82 W,38_54.56 N,13-Jun-10,
52485,77_1.12 W,38_56.73 N,13-Jun-10,
44148,77_3.73 W,38_56.85 N,13-Jun-10,
20885,77_4.08 W,38_57.2 N,13-Jun-10,
44413,77_1.26 W,38_56.85 N,13-Jun-10,
141292,77_3.98 W,38_55.36 N,13-Jun-10,
119805,77_1.01 W,38_55.69 N,13-Jun-10,
13624,77_1.06 W,38_57.32 N,13-Jun-10,
97261,77_3.5 W,38_56.03 N,13-Jun-10,
96049,77_1.54 W,38_56.06 N,13-Jun-10,
11757,77_2.05 W,38_54.2 N,13-Jun-10,transect
5677,77_1.79 W,38_55.84 N,16-Jun-10,transect
8767,77_3.42 W,38_54.99 N,21-Jun-10,transect
324,77_0.62 W,38_57.23 N,24-Jun-10,transect4
9422,77_3.56 W,38_54.86 N,27-Jun-10,transect
6804,77_2.55 W,38_55.55 N,29-Jun-10,transect
4533,77_0.45 W,38_56.12 N,30-Jun-10,transect
2908,77_1.21 W,38_56.55 N,09-Jul-10,transect
3082,77_2.21 W,38_56.5 N,10-Jul-10,Transect4
8755,77_3.18 W,38_54.99 N,12-Jul-10,transect
9102,77_2.21 W,38_54.92 N,12-Jul-10,transect
8583,77_2.72 W,38_55.04 N,13-Jul-10,transect
6662,77_1.39 W,38_55.59 N,14-Jul-10,transect
9602,77_3.06 W,38_54.82 N,16-Jul-10,transect
6925,77_0.57 W,38_55.52 N,16-Jul-10,transect
6600,77_2.47 W,38_55.6 N,17-Jul-10,transect
7881,77_2.69 W,38_55.25 N,18-Jul-10,transect
8662,77_3.36 W,38_55.02 N,22-Jul-10,transect
8277,77_3.03 W,38_55.13 N,22-Jul-10,transect
9397,77_2.26 W,38_54.86 N,05-Aug-10,transect
11763,77_1.94 W,38_54.2 N,05-Aug-10,transect
11235,77_1.98 W,38_54.32 N,06-Aug-10,transect
1663,77_1.82 W,38_56.92 N,11-Aug-10,transect
363,77_0.96 W,38_57.19 N,12-Aug-10,transect
6773,77_3.06 W,38_55.55 N,14-Aug-10,transect
2161,77_0.83 W,38_56.81 N,15-Aug-10,transect
2270,77_0.53 W,38_56.78 N,17-Aug-10,transect
8814,77_3.42 W,38_54.97 N,19-Aug-10,transect
3795,77_1.69 W,38_56.29 N,19-Aug-10,transect
10954,77_0.95 W,38_54.4 N,20-Aug-10,transect
4550,77_0.45 W,38_56.11 N,22-Aug-10,Transect5
4412,77_0.72 W,38_56.15 N,23-Aug-10,transect_2
314,77_0.65 W,38_57.25 N,01-Sep-10,transect
5330,77_2.74 W,38_55.92 N,01-Sep-10,transect
9606,77_2.25 W,38_54.82 N,05-Sep-10,transect
7750,77_3.2 W,38_55.29 N,07-Sep-10,transect
5865,77_0.58 W,38_55.79 N,18-Sep-10,transect
838,77_0.66 W,38_57.09 N,19-Sep-10,transect
11199,77_1.99 W,38_54.34 N,29-Sep-10,transect
8598,77_2.08 W,38_55.04 N,05-Oct-10,transect
2299,77_0.54 W,38_56.77 N,07-Oct-10,transect
3595,77_1.35 W,38_56.34 N,18-Oct-10,transect
566,77_1.66 W,38_57.15 N,18-Oct-10,transect
3320,77_0.81 W,38_56.44 N,21-Oct-10,transect
3327,77_0.65 W,38_56.44 N,21-Oct-10,transect
9713,77_3.21 W,38_54.78 N,23-Oct-10,transect
5367,77_2.74 W,38_55.92 N,27-Oct-10,transect
5448,77_2.76 W,38_55.9 N,28-Oct-10,transect
988,77_0.49 W,38_57.07 N,28-Oct-10,transect
10665,77_0.93 W,38_54.46 N,30-Oct-10,transect
5940,77_0.48 W,38_55.77 N,02-Nov-10,transect
2136,77_1.04 W,38_56.81 N,07-Nov-10,transect
8930,77_2.59 W,38_54.95 N,08-Nov-10,transect
911,77_1.42 W,38_57.07 N,13-Nov-10,transect
8742,77_1.77 W,38_55 N,22-Nov-10,transect
79122,77_0.25 W,38_56.32 N,23-Nov-10,Other
97303,77_3.11 W,38_56.03 N,23-Nov-10,Other
14868,77_2.72 W,38_57.3 N,23-Nov-10,Other
155936,77_0.01 W,38_55.14 N,23-Nov-10,Other
171116,77_4.33 W,38_54.9 N,23-Nov-10,Other
14207,77_0.04 W,38_57.31 N,23-Nov-10,Other
160558,77_1.11 W,38_55.07 N,23-Nov-10,Other
68273,77_4.19 W,38_56.48 N,23-Nov-10,Other
50749,77_4.06 W,38_56.75 N,23-Nov-10,Other
187279,77_3.89 W,38_54.65 N,23-Nov-10,Other
188438,77_1.92 W,38_54.64 N,23-Nov-10,Other
6909,77_1.8 W,38_57.42 N,23-Nov-10,Other
129213,77_1.69 W,38_55.55 N,23-Nov-10,Other
160683,76_59.95 W,38_55.07 N,23-Nov-10,Other
207426,77_1.66 W,38_54.35 N,23-Nov-10,Other
166638,77_1.88 W,38_54.97 N,23-Nov-10,Other
25540,77_0.44 W,38_57.14 N,23-Nov-10,Other
107587,77_0.02 W,38_55.88 N,23-Nov-10,Other
86508,77_2.11 W,38_56.2 N,23-Nov-10,Other
65781,77_0.9 W,38_56.52 N,23-Nov-10,Other
82462,77_2.59 W,38_57.4 N,23-Nov-10,Other
110252,77_1.69 W,38_55.84 N,23-Nov-10,Other
88617,77_0.11 W,38_56.17 N,23-Nov-10,Other
132372,77_3.17 W,38_55.5 N,23-Nov-10,Other
73867,77_0.64 W,38_56.4 N,23-Nov-10,Other
124622,77_0.29 W,38_55.62 N,23-Nov-10,Other
126447,77_0.96 W,38_55.59 N,23-Nov-10,Other
210638,77_2.65 W,38_54.3 N,23-Nov-10,Other
57874,77_3.92 W,38_56.64 N,23-Nov-10,Other
177017,77_2.34 W,38_54.81 N,23-Nov-10,Other
122887,77_3.22 W,38_55.64 N,23-Nov-10,Other
38541,77_2.98 W,38_56.94 N,23-Nov-10,Other
51071,77_1.05 W,38_56.75 N,23-Nov-10,Other
19463,77_4.08 W,38_57.23 N,23-Nov-10,Other
10131,77_2.7 W,38_57.37 N,23-Nov-10,Other
83335,77_0.75 W,38_56.25 N,23-Nov-10,Other
202824,77_0.37 W,38_54.42 N,23-Nov-10,Other
100120,77_3.36 W,38_55.99 N,23-Nov-10,Other
109924,77_0.33 W,38_55.84 N,23-Nov-10,Other
201943,77_4.17 W,38_54.43 N,23-Nov-10,Other
149402,77_3.49 W,38_55.23 N,23-Nov-10,Other
53920,77_1 W,38_56.7 N,23-Nov-10,Other
174138,77_2.67 W,38_54.86 N,23-Nov-10,Other
182835,77_1.12 W,38_54.72 N,23-Nov-10,Other
66696,77_1.21 W,38_56.51 N,23-Nov-10,Other
94352,77_4.11 W,38_56.08 N,23-Nov-10,Other
74908,77_4.2 W,38_56.38 N,23-Nov-10,Other
171729,77_3.03 W,38_54.89 N,23-Nov-10,Other
74,77_3.66 W,38_57.52 N,23-Nov-10,Other
171106,76_59.99 W,38_54.91 N,23-Nov-10,Other
161613,77_0.11 W,38_55.05 N,23-Nov-10,Other
202494,77_3.45 W,38_54.42 N,23-Nov-10,Other
217538,77_0.18 W,38_54.19 N,23-Nov-10,Other
33262,77_3.58 W,38_57.02 N,23-Nov-10,Other
154203,77_2.92 W,38_55.16 N,23-Nov-10,Other
209445,77_0.51 W,38_54.32 N,23-Nov-10,Other
77747,77_4.25 W,38_56.33 N,23-Nov-10,Other
100077,77_3.76 W,38_55.99 N,23-Nov-10,Other
88729,77_3.5 W,38_56.16 N,23-Nov-10,Other
171226,77_3.3 W,38_54.9 N,23-Nov-10,Other
197484,77_1.55 W,38_54.5 N,23-Nov-10,Other
23942,77_2.09 W,38_57.16 N,23-Nov-10,Other
38601,77_2.41 W,38_56.94 N,23-Nov-10,Other
121253,77_0.77 W,38_55.67 N,23-Nov-10,Other
53274,77_2.61 W,38_56.71 N,23-Nov-10,Other
34233,77_3.37 W,38_57 N,23-Nov-10,Other
118492,76_59.99 W,38_55.71 N,23-Nov-10,Other
54277,77_2.1 W,38_56.7 N,23-Nov-10,Other
175313,77_0.54 W,38_54.84 N,23-Nov-10,Other
180376,77_1.96 W,38_54.76 N,23-Nov-10,Other
87177,77_0.28 W,38_56.19 N,23-Nov-10,Other
54543,77_4.04 W,38_56.69 N,23-Nov-10,Other
214500,77_1.99 W,38_54.24 N,23-Nov-10,Other
74361,77_0.45 W,38_56.39 N,23-Nov-10,Other
174610,77_2.69 W,38_54.85 N,23-Nov-10,Other
57533,77_2.68 W,38_56.65 N,23-Nov-10,Other
78955,77_1.82 W,38_56.32 N,23-Nov-10,Other
84300,77_0.59 W,38_56.24 N,23-Nov-10,Other
107695,77_3.44 W,38_55.87 N,23-Nov-10,Other
214452,77_2.44 W,38_54.24 N,23-Nov-10,Other
150768,77_4.01 W,38_55.21 N,23-Nov-10,Other
165186,77_2.16 W,38_54.99 N,23-Nov-10,Other
473,76_59.93 W,38_57.52 N,23-Nov-10,Other
95903,77_2.9 W,38_56.06 N,23-Nov-10,Other
117150,77_3.68 W,38_55.73 N,23-Nov-10,Other
9625,77_2.99 W,38_57.38 N,23-Nov-10,Other
16179,77_3.76 W,38_57.28 N,23-Nov-10,Other
85787,76_59.98 W,38_56.22 N,23-Nov-10,Other
88960,77_1.34 W,38_56.16 N,23-Nov-10,Other
59580,77_1.26 W,38_56.62 N,23-Nov-10,Other
216681,77_3.76 W,38_54.2 N,23-Nov-10,Other
128939,77_4.25 W,38_55.55 N,23-Nov-10,Other
211471,77_3.72 W,38_54.28 N,26-Nov-10,otehr
51593,77_0.6 W,38_56.74 N,26-Nov-10,otehr
16400,77_1.69 W,38_57.28 N,26-Nov-10,otehr
172930,77_0.67 W,38_54.88 N,26-Nov-10,otehr
174979,77_3.67 W,38_54.84 N,26-Nov-10,otehr
96313,77_3.5 W,38_56.05 N,26-Nov-10,otehr
110533,77_3.5 W,38_55.83 N,26-Nov-10,otehr
21912,77_3.34 W,38_57.19 N,26-Nov-10,otehr
99492,77_0.37 W,38_56 N,26-Nov-10,otehr
97524,77_1.04 W,38_56.03 N,26-Nov-10,otehr
21283,77_0.36 W,38_57.2 N,26-Nov-10,otehr
131097,77_1.8 W,38_55.52 N,26-Nov-10,otehr
102319,77_0.53 W,38_55.96 N,26-Nov-10,otehr
63119,77_3.63 W,38_56.56 N,26-Nov-10,otehr
14445,77_2.25 W,38_57.31 N,26-Nov-10,otehr
22025,77_2.28 W,38_57.19 N,26-Nov-10,otehr
103182,77_1.32 W,38_55.95 N,26-Nov-10,otehr
20179,77_1.82 W,38_57.22 N,26-Nov-10,otehr
158971,77_2.66 W,38_55.09 N,26-Nov-10,otehr
80574,76_59.97 W,38_56.3 N,26-Nov-10,otehr
101531,77_3.46 W,38_55.97 N,26-Nov-10,otehr
34273,77_2.99 W,38_57 N,26-Nov-10,otehr
197292,77_3.34 W,38_54.5 N,26-Nov-10,otehr
71692,77_3.25 W,38_56.43 N,26-Nov-10,otehr
117013,77_0.53 W,38_55.74 N,26-Nov-10,otehr
48041,77_2.79 W,38_56.79 N,26-Nov-10,otehr
17628,77_3.51 W,38_57.26 N,26-Nov-10,otehr
91620,77_3.06 W,38_56.12 N,26-Nov-10,otehr
145947,77_0.34 W,38_55.29 N,26-Nov-10,otehr
211831,77_0.36 W,38_54.28 N,26-Nov-10,otehr
153637,77_3.78 W,38_55.17 N,26-Nov-10,otehr
160704,77_4.18 W,38_55.06 N,26-Nov-10,otehr
130264,77_0.72 W,38_55.53 N,26-Nov-10,otehr
151483,77_1.76 W,38_55.2 N,26-Nov-10,otehr
88494,77_1.26 W,38_56.17 N,26-Nov-10,otehr
199490,77_0.52 W,38_54.47 N,26-Nov-10,otehr
204911,77_3.01 W,38_54.38 N,26-Nov-10,otehr
55028,77_3.94 W,38_56.68 N,26-Nov-10,otehr
104936,77_2.65 W,38_55.92 N,26-Nov-10,otehr
112676,77_1.19 W,38_55.8 N,26-Nov-10,otehr
29280,77_0.93 W,38_57.08 N,26-Nov-10,otehr
85197,77_1.07 W,38_56.22 N,26-Nov-10,otehr
134455,77_1.42 W,38_55.47 N,26-Nov-10,otehr
182998,77_4.03 W,38_54.72 N,26-Nov-10,otehr
188713,77_3.78 W,38_54.63 N,26-Nov-10,otehr
189989,77_0.71 W,38_54.62 N,26-Nov-10,otehr
130076,77_2.48 W,38_55.53 N,26-Nov-10,otehr
157430,77_3.77 W,38_55.11 N,26-Nov-10,otehr
177504,77_2.22 W,38_54.8 N,26-Nov-10,otehr
152483,77_1.27 W,38_55.19 N,26-Nov-10,otehr
165260,77_1.47 W,38_54.99 N,26-Nov-10,otehr
125783,77_2.73 W,38_55.6 N,26-Nov-10,otehr
128028,77_3.9 W,38_55.56 N,26-Nov-10,otehr
79905,77_1.8 W,38_56.3 N,26-Nov-10,otehr
166619,77_2.06 W,38_54.97 N,26-Nov-10,otehr
23903,77_2.45 W,38_57.16 N,26-Nov-10,otehr
99408,77_1.15 W,38_56 N,26-Nov-10,otehr
74229,77_1.69 W,38_56.39 N,26-Nov-10,otehr
121154,77_1.69 W,38_55.67 N,26-Nov-10,otehr
27030,77_4.24 W,38_57.11 N,26-Nov-10,otehr
136356,77_1.38 W,38_55.44 N,26-Nov-10,otehr
54471,77_0.28 W,38_56.7 N,26-Nov-10,otehr
182371,77_1.03 W,38_54.73 N,26-Nov-10,otehr
93592,77_2.35 W,38_56.09 N,26-Nov-10,otehr
65037,77_3.42 W,38_56.53 N,26-Nov-10,otehr
21075,77_2.3 W,38_57.2 N,26-Nov-10,otehr
71445,77_1.12 W,38_56.43 N,26-Nov-10,otehr
197304,77_3.23 W,38_54.5 N,26-Nov-10,otehr
96284,77_3.77 W,38_56.05 N,26-Nov-10,otehr
59522,77_1.81 W,38_56.62 N,26-Nov-10,otehr
97583,77_0.49 W,38_56.03 N,26-Nov-10,otehr
29621,77_2.17 W,38_57.07 N,26-Nov-10,otehr
86943,77_2.47 W,38_56.19 N,26-Nov-10,otehr
72003,77_0.34 W,38_56.43 N,26-Nov-10,otehr
152919,77_1.63 W,38_55.18 N,26-Nov-10,otehr
64291,77_1.54 W,38_56.54 N,26-Nov-10,otehr
2824,77_0.11 W,38_57.49 N,26-Nov-10,otehr
161782,77_2.97 W,38_55.04 N,26-Nov-10,otehr
48308,77_0.29 W,38_56.79 N,26-Nov-10,otehr
105111,77_1.01 W,38_55.92 N,26-Nov-10,otehr
73301,77_1.5 W,38_56.41 N,26-Nov-10,otehr
39387,77_3.93 W,38_56.92 N,26-Nov-10,otehr
140644,77_1.17 W,38_55.37 N,26-Nov-10,otehr
35393,77_1.39 W,38_56.99 N,26-Nov-10,otehr
87217,77_4.34 W,38_56.19 N,26-Nov-10,otehr
156468,77_3.9 W,38_55.12 N,26-Nov-10,otehr
102477,77_3.48 W,38_55.95 N,26-Nov-10,otehr
123919,77_2.43 W,38_55.63 N,26-Nov-10,otehr
32824,77_3.25 W,38_57.02 N,26-Nov-10,otehr
184335,77_0.39 W,38_54.7 N,26-Nov-10,otehr
134546,77_0.57 W,38_55.47 N,26-Nov-10,otehr
138058,77_3.19 W,38_55.41 N,26-Nov-10,otehr
77524,77_1.9 W,38_56.34 N,26-Nov-10,otehr
47349,77_0.39 W,38_56.81 N,26-Nov-10,otehr
182867,77_0.83 W,38_54.72 N,26-Nov-10,otehr
7697,77_0.77 W,38_55.31 N,29-Nov-10,transect
9463,77_1.72 W,38_54.86 N,04-Dec-10,transect
9747,77_3.68 W,38_54.77 N,06-Dec-10,Transect5
5003,77_2.62 W,38_55.98 N,08-Dec-10,transect
1023,77_0.52 W,38_57.06 N,13-Dec-10,transect
92790,77_0.98 W,38_56.11 N,17-Dec-10,N/A
213548,77_2.03 W,38_54.25 N,17-Dec-10,N/A
142036,77_1.45 W,38_55.35 N,17-Dec-10,N/A
131239,77_0.47 W,38_55.52 N,17-Dec-10,N/A
7145,77_4.02 W,38_57.42 N,17-Dec-10,N/A
141312,77_3.79 W,38_55.36 N,17-Dec-10,N/A
207360,77_2.27 W,38_54.35 N,17-Dec-10,N/A
123272,77_4.05 W,38_55.63 N,17-Dec-10,N/A
145866,77_1.1 W,38_55.29 N,17-Dec-10,N/A
82306,77_1.51 W,38_56.27 N,17-Dec-10,N/A
181755,77_2.36 W,38_54.74 N,17-Dec-10,N/A
211541,77_3.07 W,38_54.28 N,17-Dec-10,N/A
176901,77_3.42 W,38_54.81 N,17-Dec-10,N/A
90701,77_2.79 W,38_56.14 N,17-Dec-10,N/A
46878,77_0.37 W,38_56.81 N,17-Dec-10,N/A
207335,77_2.51 W,38_54.35 N,17-Dec-10,N/A
17829,77_1.63 W,38_57.26 N,17-Dec-10,N/A
76084,77_2.07 W,38_56.36 N,17-Dec-10,N/A
95302,77_4.09 W,38_56.06 N,17-Dec-10,N/A
88931,77_0.97 W,38_57.39 N,17-Dec-10,N/A
206276,77_3.55 W,38_54.36 N,17-Dec-10,N/A
87055,77_1.42 W,38_56.19 N,17-Dec-10,N/A
21000,77_3 W,38_57.2 N,17-Dec-10,N/A
6195,77_4.04 W,38_57.43 N,17-Dec-10,N/A
210539,77_3.57 W,38_54.3 N,17-Dec-10,N/A
76663,77_1.09 W,38_56.35 N,17-Dec-10,N/A
103383,77_3.87 W,38_55.94 N,17-Dec-10,N/A
17235,77_2.75 W,38_57.26 N,17-Dec-10,N/A
165489,77_3.76 W,38_54.99 N,17-Dec-10,N/A
155875,77_0.58 W,38_55.14 N,17-Dec-10,N/A
40287,76_59.95 W,38_56.91 N,17-Dec-10,N/A
19013,77_3.85 W,38_57.23 N,17-Dec-10,N/A
45655,77_2.94 W,38_56.83 N,17-Dec-10,N/A
185451,77_3.26 W,38_54.68 N,17-Dec-10,N/A
47085,77_2.86 W,38_56.81 N,17-Dec-10,N/A
73205,77_2.4 W,38_56.41 N,17-Dec-10,N/A
39428,77_3.55 W,38_56.92 N,17-Dec-10,N/A
166418,77_3.94 W,38_54.97 N,17-Dec-10,N/A
153096,76_59.97 W,38_55.18 N,17-Dec-10,N/A
47163,77_0.14 W,38_57.46 N,17-Dec-10,N/A
53655,77_3.48 W,38_56.7 N,17-Dec-10,N/A
179105,77_0.54 W,38_54.78 N,17-Dec-10,N/A
208633,77_3.67 W,38_54.32 N,17-Dec-10,N/A
54665,77_2.9 W,38_56.69 N,17-Dec-10,N/A
21794,77_0.01 W,38_57.2 N,17-Dec-10,N/A
102644,77_1.92 W,38_55.95 N,17-Dec-10,N/A
160273,77_3.78 W,38_55.07 N,17-Dec-10,N/A
125250,77_3.28 W,38_55.6 N,17-Dec-10,N/A
16553,77_0.26 W,38_57.28 N,17-Dec-10,N/A
205735,77_4.17 W,38_54.37 N,17-Dec-10,N/A
31248,77_0.25 W,38_57.05 N,17-Dec-10,N/A
26421,77_1.07 W,38_57.12 N,17-Dec-10,N/A
73562,77_3.49 W,38_56.4 N,17-Dec-10,N/A
90151,77_3.5 W,38_56.14 N,17-Dec-10,N/A
103378,77_3.92 W,38_55.94 N,17-Dec-10,N/A
198140,77_4.28 W,38_54.48 N,17-Dec-10,N/A
86716,77_0.16 W,38_56.2 N,17-Dec-10,N/A
2699,77_1.27 W,38_57.49 N,17-Dec-10,N/A
93677,77_1.55 W,38_56.09 N,17-Dec-10,N/A
180918,77_1.32 W,38_54.75 N,17-Dec-10,N/A
89380,77_1.84 W,38_56.16 N,17-Dec-10,N/A
86910,77_2.78 W,38_56.19 N,17-Dec-10,N/A
15399,77_2.19 W,38_57.29 N,17-Dec-10,N/A
51209,77_4.19 W,38_56.74 N,17-Dec-10,N/A
156931,77_4 W,38_55.12 N,17-Dec-10,N/A
198801,77_2.53 W,38_54.48 N,17-Dec-10,N/A
98540,77_0.4 W,38_56.02 N,17-Dec-10,N/A
38705,77_1.44 W,38_56.94 N,17-Dec-10,N/A
130326,77_0.14 W,38_55.53 N,17-Dec-10,N/A
214477,77_2.21 W,38_54.24 N,17-Dec-10,N/A
168973,77_2.21 W,38_54.94 N,17-Dec-10,N/A
16011,77_0.9 W,38_57.28 N,17-Dec-10,N/A
176638,77_1.45 W,38_54.82 N,17-Dec-10,N/A
158606,77_1.64 W,38_55.1 N,17-Dec-10,N/A
170099,77_0.54 W,38_54.92 N,17-Dec-10,N/A
186098,77_1.64 W,38_54.67 N,17-Dec-10,N/A
186466,77_2.63 W,38_54.67 N,17-Dec-10,N/A
54047,77_4.25 W,38_56.7 N,17-Dec-10,N/A
126311,77_2.23 W,38_55.59 N,17-Dec-10,N/A
210602,77_2.99 W,38_54.3 N,17-Dec-10,N/A
98519,77_0.6 W,38_56.02 N,17-Dec-10,N/A
113261,77_0.15 W,38_55.79 N,17-Dec-10,N/A
155266,77_1.84 W,38_55.15 N,17-Dec-10,N/A
57235,77_1.03 W,38_56.65 N,17-Dec-10,N/A
186408,77_3.17 W,38_54.67 N,17-Dec-10,N/A
106785,77_3.09 W,38_55.89 N,17-Dec-10,N/A
179991,77_1.12 W,38_54.77 N,17-Dec-10,N/A
50722,77_4.31 W,38_56.75 N,17-Dec-10,N/A
201249,77_1.8 W,38_54.44 N,23-Dec-10,otehr
175104,77_2.5 W,38_54.84 N,23-Dec-10,otehr
60181,77_0.08 W,38_56.61 N,23-Dec-10,otehr
173733,77_2.02 W,38_54.86 N,23-Dec-10,otehr
184743,77_1.01 W,38_54.7 N,23-Dec-10,otehr
214703,77_0.1 W,38_54.24 N,23-Dec-10,otehr
194497,77_2.88 W,38_54.54 N,23-Dec-10,otehr
160477,77_1.87 W,38_55.07 N,23-Dec-10,otehr
69736,77_3.81 W,38_56.46 N,23-Dec-10,otehr
113641,77_1.03 W,38_55.79 N,23-Dec-10,otehr
170446,77_1.73 W,38_54.91 N,23-Dec-10,otehr
118611,77_3.31 W,38_55.71 N,23-Dec-10,otehr
46223,77_2.06 W,38_56.82 N,23-Dec-10,otehr
165409,77_0.08 W,38_54.99 N,23-Dec-10,otehr
18596,77_3.32 W,38_57.24 N,23-Dec-10,otehr
101371,77_0.53 W,38_55.98 N,23-Dec-10,otehr
17327,77_1.89 W,38_57.26 N,23-Dec-10,otehr
105450,77_2.27 W,38_55.91 N,23-Dec-10,otehr
14572,77_1.06 W,38_57.31 N,23-Dec-10,otehr
48976,77_2.91 W,38_56.78 N,23-Dec-10,otehr
176048,77_2.54 W,38_54.83 N,23-Dec-10,otehr
80612,77_4.05 W,38_56.29 N,23-Dec-10,otehr
126529,77_0.19 W,38_55.59 N,23-Dec-10,otehr
51863,77_2.51 W,38_56.73 N,23-Dec-10,otehr
4636,77_0.89 W,38_57.46 N,23-Dec-10,otehr
43262,77_3.15 W,38_56.86 N,23-Dec-10,otehr
26006,77_0.52 W,38_57.13 N,23-Dec-10,otehr
42718,77_3.81 W,38_56.87 N,23-Dec-10,otehr
81051,76_59.95 W,38_56.29 N,23-Dec-10,otehr
35679,77_3.14 W,38_56.98 N,23-Dec-10,otehr
189987,77_0.73 W,38_54.62 N,23-Dec-10,otehr
31669,77_0.75 W,38_57.04 N,23-Dec-10,otehr
175462,77_3.58 W,38_54.83 N,23-Dec-10,otehr
121811,76_59.98 W,38_55.66 N,23-Dec-10,otehr
58844,77_3.71 W,38_56.62 N,23-Dec-10,otehr
88420,77_1.96 W,38_56.17 N,23-Dec-10,otehr
26959,77_0.47 W,38_57.12 N,23-Dec-10,otehr
35831,77_1.72 W,38_56.98 N,23-Dec-10,otehr
47741,77_1.16 W,38_56.8 N,23-Dec-10,otehr
119156,77_2.65 W,38_55.7 N,23-Dec-10,otehr
207984,77_0.87 W,38_54.34 N,23-Dec-10,otehr
5064,77_1.32 W,38_57.45 N,23-Dec-10,otehr
96878,77_2.65 W,38_56.04 N,23-Dec-10,otehr
25490,77_0.91 W,38_57.14 N,23-Dec-10,otehr
188508,77_1.26 W,38_54.64 N,23-Dec-10,otehr
203674,77_1.28 W,38_54.4 N,23-Dec-10,otehr
135736,77_2.74 W,38_55.44 N,23-Dec-10,otehr
192701,77_1.95 W,38_54.57 N,23-Dec-10,otehr
60193,76_59.96 W,38_56.61 N,23-Dec-10,otehr
92899,76_59.96 W,38_56.11 N,23-Dec-10,otehr
107925,77_1.29 W,38_55.87 N,23-Dec-10,otehr
48056,77_2.65 W,38_56.79 N,23-Dec-10,otehr
155881,77_0.53 W,38_55.14 N,23-Dec-10,otehr
52759,77_2.99 W,38_56.72 N,23-Dec-10,otehr
158246,77_0.57 W,38_55.1 N,23-Dec-10,otehr
18511,77_4.12 W,38_57.24 N,23-Dec-10,otehr
184475,77_3.52 W,38_54.7 N,23-Dec-10,otehr
150117,77_1.24 W,38_55.23 N,23-Dec-10,otehr
82449,77_0.17 W,38_56.27 N,23-Dec-10,otehr
107483,77_0.99 W,38_55.88 N,23-Dec-10,otehr
208500,77_0.48 W,38_54.33 N,23-Dec-10,otehr
62905,77_1.2 W,38_56.57 N,23-Dec-10,otehr
149998,77_2.35 W,38_55.23 N,23-Dec-10,otehr
150233,77_0.15 W,38_55.23 N,23-Dec-10,otehr
181357,77_1.65 W,38_54.75 N,23-Dec-10,otehr
192712,77_1.84 W,38_54.57 N,23-Dec-10,otehr
117431,77_1.05 W,38_55.73 N,23-Dec-10,otehr
124298,77_3.32 W,38_55.62 N,23-Dec-10,otehr
